Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2008","2008","7021","Annual value","","80.87","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2009","2009","7021","Annual value","","92.23","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2010","2010","7021","Annual value","","92.94","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2011","2011","7021","Annual value","","91.75","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2012","2012","7021","Annual value","","91.5","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2013","2013","7021","Annual value","","95.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2014","2014","7021","Annual value","","93.61","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2015","2015","7021","Annual value","","97.75","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2016","2016","7021","Annual value","","108.63","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2017","2017","7021","Annual value","","130.07","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2018","2018","7021","Annual value","","110.42","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2019","2019","7021","Annual value","","122.03","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2020","2020","7021","Annual value","","148.2","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2021","2021","7021","Annual value","","121.84","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2022","2022","7021","Annual value","","124.1","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2023","2023","7021","Annual value","","136.14","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2024","2024","7021","Annual value","","121.87","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01214","Lettuce and chicory","2025","2025","7021","Annual value","","107.6","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1991","1991","7021","Annual value","","101.81","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1992","1992","7021","Annual value","","99.68","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1993","1993","7021","Annual value","","112.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1994","1994","7021","Annual value","","125.58","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1995","1995","7021","Annual value","","129.82","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1996","1996","7021","Annual value","","132.31","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1997","1997","7021","Annual value","","135.87","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1998","1998","7021","Annual value","","136.93","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","1999","1999","7021","Annual value","","135.13","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2000","2000","7021","Annual value","","109.61","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2001","2001","7021","Annual value","","108.91","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2002","2002","7021","Annual value","","136.2","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2003","2003","7021","Annual value","","158.21","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2004","2004","7021","Annual value","","142.93","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2005","2005","7021","Annual value","","68.45","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2006","2006","7021","Annual value","","69.82","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2007","2007","7021","Annual value","","75.98","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2008","2008","7021","Annual value","","84.6","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2009","2009","7021","Annual value","","77.62","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2010","2010","7021","Annual value","","80.47","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2011","2011","7021","Annual value","","88.8","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2012","2012","7021","Annual value","","84","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2013","2013","7021","Annual value","","85.54","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2014","2014","7021","Annual value","","91.98","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2015","2015","7021","Annual value","","102.29","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2016","2016","7021","Annual value","","105.73","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2017","2017","7021","Annual value","","107.27","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2018","2018","7021","Annual value","","108.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2019","2019","7021","Annual value","","98.18","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2020","2020","7021","Annual value","","87.37","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2021","2021","7021","Annual value","","115.54","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2022","2022","7021","Annual value","","132.41","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2023","2023","7021","Annual value","","124.52","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2024","2024","7021","Annual value","","125.34","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01441","Linseed","2025","2025","7021","Annual value","","126.16","E","Estimated value"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1991","1991","7021","Annual value","LCU","165","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1992","1992","7021","Annual value","LCU","176","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1993","1993","7021","Annual value","LCU","196","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1994","1994","7021","Annual value","LCU","182","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1995","1995","7021","Annual value","LCU","185","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1996","1996","7021","Annual value","LCU","179","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1997","1997","7021","Annual value","LCU","206","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1998","1998","7021","Annual value","LCU","196","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","1999","1999","7021","Annual value","LCU","143","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2000","2000","7021","Annual value","LCU","145","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2001","2001","7021","Annual value","LCU","205","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2002","2002","7021","Annual value","LCU","250","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2003","2003","7021","Annual value","LCU","291","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2004","2004","7021","Annual value","LCU","236","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2005","2005","7021","Annual value","LCU","206","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2006","2006","7021","Annual value","LCU","195","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2007","2007","7021","Annual value","LCU","265","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2008","2008","7021","Annual value","LCU","335","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2009","2009","7021","Annual value","LCU","280","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2010","2010","7021","Annual value","LCU","249","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2011","2011","7021","Annual value","LCU","268","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2012","2012","7021","Annual value","LCU","232","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2016","2016","7021","Annual value","LCU","362","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2021","2021","7021","Annual value","LCU","402.1","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2023","2023","7021","Annual value","LCU","282.6","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01709.02","Lupins","2024","2024","7021","Annual value","LCU","368.8","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1991","1991","7021","Annual value","SLC","165","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1992","1992","7021","Annual value","SLC","176","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1993","1993","7021","Annual value","SLC","196","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1994","1994","7021","Annual value","SLC","182","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1995","1995","7021","Annual value","SLC","185","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1996","1996","7021","Annual value","SLC","179","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1997","1997","7021","Annual value","SLC","206","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1998","1998","7021","Annual value","SLC","196","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","1999","1999","7021","Annual value","SLC","143","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2000","2000","7021","Annual value","SLC","145","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2001","2001","7021","Annual value","SLC","205","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2002","2002","7021","Annual value","SLC","250","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2003","2003","7021","Annual value","SLC","291","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2004","2004","7021","Annual value","SLC","236","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2005","2005","7021","Annual value","SLC","206","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2006","2006","7021","Annual value","SLC","195","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2007","2007","7021","Annual value","SLC","265","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2008","2008","7021","Annual value","SLC","335","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2009","2009","7021","Annual value","SLC","280","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2010","2010","7021","Annual value","SLC","249","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2011","2011","7021","Annual value","SLC","268","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2012","2012","7021","Annual value","SLC","232","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2016","2016","7021","Annual value","SLC","362","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2021","2021","7021","Annual value","SLC","402.1","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2023","2023","7021","Annual value","SLC","282.6","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01709.02","Lupins","2024","2024","7021","Annual value","SLC","368.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1991","1991","7021","Annual value","USD","128.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1992","1992","7021","Annual value","USD","129.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1993","1993","7021","Annual value","USD","133.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1994","1994","7021","Annual value","USD","133.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1995","1995","7021","Annual value","USD","137.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1996","1996","7021","Annual value","USD","140.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1997","1997","7021","Annual value","USD","152.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1998","1998","7021","Annual value","USD","123.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","1999","1999","7021","Annual value","USD","92.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2000","2000","7021","Annual value","USD","84.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2001","2001","7021","Annual value","USD","106","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2002","2002","7021","Annual value","USD","135.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2003","2003","7021","Annual value","USD","188.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2004","2004","7021","Annual value","USD","173.6","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2005","2005","7021","Annual value","USD","157.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2006","2006","7021","Annual value","USD","146.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2007","2007","7021","Annual value","USD","221.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2008","2008","7021","Annual value","USD","281","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2009","2009","7021","Annual value","USD","218.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2010","2010","7021","Annual value","USD","228.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2011","2011","7021","Annual value","USD","276.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2012","2012","7021","Annual value","USD","240.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2016","2016","7021","Annual value","USD","269.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2021","2021","7021","Annual value","USD","302.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2023","2023","7021","Annual value","USD","187.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01709.02","Lupins","2024","2024","7021","Annual value","USD","243.4","A","Official figure"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1991","1991","7021","Annual value","","55.09","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1992","1992","7021","Annual value","","58.76","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1993","1993","7021","Annual value","","65.44","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1994","1994","7021","Annual value","","60.76","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1995","1995","7021","Annual value","","61.76","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1996","1996","7021","Annual value","","59.76","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1997","1997","7021","Annual value","","68.77","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1998","1998","7021","Annual value","","65.44","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","1999","1999","7021","Annual value","","47.74","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2000","2000","7021","Annual value","","48.41","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2001","2001","7021","Annual value","","68.44","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2002","2002","7021","Annual value","","83.46","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2003","2003","7021","Annual value","","97.15","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2004","2004","7021","Annual value","","78.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2005","2005","7021","Annual value","","68.77","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2006","2006","7021","Annual value","","65.1","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2007","2007","7021","Annual value","","88.47","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2008","2008","7021","Annual value","","111.84","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2009","2009","7021","Annual value","","93.48","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2010","2010","7021","Annual value","","83.13","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2011","2011","7021","Annual value","","89.47","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2012","2012","7021","Annual value","","77.45","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2013","2013","7021","Annual value","","78.88","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2014","2014","7021","Annual value","","84.82","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2015","2015","7021","Annual value","","94.32","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2016","2016","7021","Annual value","","120.86","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2017","2017","7021","Annual value","","122.62","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2018","2018","7021","Annual value","","124.09","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2019","2019","7021","Annual value","","120.72","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2020","2020","7021","Annual value","","127.48","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2021","2021","7021","Annual value","","134.25","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2022","2022","7021","Annual value","","158.78","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2023","2023","7021","Annual value","","94.35","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2024","2024","7021","Annual value","","123.13","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01709.02","Lupins","2025","2025","7021","Annual value","","148.98","E","Estimated value"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1991","1991","7021","Annual value","LCU","166","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1992","1992","7021","Annual value","LCU","171","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","LCU","204","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","LCU","199","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","LCU","245","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","LCU","223","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","LCU","200","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","LCU","203","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","LCU","179","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","LCU","153","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","LCU","188","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","LCU","198","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","LCU","233","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","LCU","223","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","LCU","193","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","LCU","195","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","LCU","248","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","LCU","283","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","LCU","259","A","Official figure"
